,,,,,,,1 Month 4/1/2024 thru 4/30/2024,1 Month 5/1/2024 thru 5/31/2024,1 Month 6/1/2024 thru 6/30/2024,1 Month 7/1/2024 thru 7/31/2024,1 Month 8/1/2024 thru 8/31/2024,1 Month 9/1/2024 thru 9/30/2024,1 Month 10/1/2024 thru 10/31/2024,1 Month 11/1/2024 thru 11/30/2024,1 Month 12/1/2024 thru 12/31/2024,1 Month 1/1/2025 thru 1/31/2025,1 Month 2/1/2025 thru 2/28/2025,1 Month 3/1/2025 thru 3/31/2025,12 Months 4/1/2024 thru 3/31/2025,Diff,,,,,,,,,,,,,,,,
Classes of Trade,OnOff Premises,Retail Accounts,Address,City,State,Zip Code,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Mountain Package Store,5765 Rockbridge Rd  Ste D,Stone Mountain,GA,30087,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Bullocks Wine & Spirits Whse,1050 Buckhead Crossing,Woodstock,GA,30189,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Rock Hard Spirits,4060 Hwy 53,Hoschton,GA,30548,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beverage World Package Store,6731 Peachtree Industrial Blvd,Doraville,GA,30360,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Ajax Liquor,1005 Chattahoochee Ave,Atlanta,GA,30318,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Js Beverage Depot,1570 Holcomb Bridge Rd Ste 610,Roswell,GA,30076,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Joes Bottle Shop **CLOSED**,3034 Veterans Memorial Hwy SW,Austell,GA,30168,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Z&Z Package Store,4898 Bill Gardner Pkwy,Locust Grove,GA,30248,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,The Beverage Shoppe,13800 Hwy 9N Ste S,Milton,GA,30004,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Mableton Bottle Shop,757 Veterans Memorial Hwy SW,Mableton,GA,30126,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MSTD Management LLC,287 Elizabeth St NE,Atlanta,GA,30307,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Bonaire Package LLC,518 Ga Hwy 247,Bonaire,GA,31005,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ACE LIQUOR,6025 S DURANGO DRIVE,LAS VEGAS,NV,89113,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Robins Package,628 S Houston Lake RD,Warner Robins,GA,31088,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beverage Depot,201 Roberson Mill Rd NE 59018,Milledgeville,GA,31061,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Decatur Wine & Spirits,1789 Lawrenceville Hwy,Decatur,GA,30033,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CRYSTAL LIQUORS,3655 S DURANGO DR UNIT 21-22,LAS VEGAS,NV,89147,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Cumming Beverage Mart,1770 Buford Hwy Ste A,Cumming,GA,30041,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Peachtree Liquor: Duluth,2750 Buford Hwy Ste 4,Duluth,GA,30096,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Local Vine/Cobb Liquor Store,3101 Cobb Pkwy SE STE #102,Atlanta,GA,30339,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SHARON CROSSING BEVERAGE,1465 Peachtree Parkway STE B2 & B3,Cumming,GA,30041,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Johnny s Liquor Store,5770 Harris St,Austell,GA,30168,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LAWLER S LIQUORS,2232 JEFFERSON ST,NAPA,CA,94559,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CYPRESS CRAFT BEER & LIQUOR,9175 VALLEY VIEW ST,CYPRESS,CA,90630,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Captain s Liquor and Wine,10971 Crabapple Rd Ste 1100,Roswell,GA,30075,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Duluth Beverage Locker,Ste C 3576 Buford Highway,Duluth,GA,30096,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Skyview Bottle Shop,800 Maxham Rd Ste C,Lithia Springs,GA,30122,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,TWIN LIQUORS LP AIRPORT 980,5639 AIRPORT BOULEVARD A & B,AUSTIN,TX,78751,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Jeffrey s Bottle Shop,1012 Memorial Dr Ste 6,Griffin,GA,30223,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Metro Bottle,2225 Marietta Blvd,Atlanta,GA,30318,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Trickum Wine,3333 Trickum Rd Ste 104,Woodstock,GA,30188,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Tara Package,8525 Tara Blvd,Jonesboro,GA,30236,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Liquor Loft,2120 Vernon St Ste 105,Lagrange,GA,30240,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Strongwater Liquor Warehouse,5722 Lawrenceville Hwy,Lilburn,GA,30047,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Wine And Shine,2065 Walton Way,Augusta,GA,30904,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Dekalb Bottle House,3111 Briarcliff Rd NE,Atlanta,GA,30329,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HANDY LIQUOR,3001 ADAMS AVE,SAN DIEGO,CA,92116,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BERGEN PARK LIQUORS,1348 COUNTY ROAD 65,EVERGREEN,CO,80439,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Arbor Place Beverage,7455 Douglas Blvd,Douglasville,GA,30135,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Brown Bag  The,1608 Boone St,Kingsland,GA,31548,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Mike s Package Store,2164 Hwy 92,Douglasville,GA,30135,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Serenbe Wine Shop,9135-B Selbourne Lane,Chattahoochee Hills,GA,30268,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,2B Package,64 McNeal Rd,Winder,GA,30680,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CORKED,4100 ATLANTIC AVE,LONG BEACH,CA,90807,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MASOODS LIQUOR & DELI,7970 HWY 9,BEN LOMOND,CA,95005,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,The Cellar Wine & Spirits,2405 Jefferson Rd  Ste 1,Athens,GA,30607,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RENEE S LIQUOR & MARKET,800 NOGALES ST,WALNUT,CA,91789,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Coal Mountain Package Store,3645 Browns Bridge Rd,Cumming,GA,30028,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Lafayette Beverage,2068 Hamilton Rd,Lagrange,GA,30241,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Cave Springs Package,913 Dallas Highway,Douglasville,GA,30134,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Local Vine Johns Creek,5805 State Bridge Rd Ste 200,Johns Creek,GA,30097,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,PATRIOTS LIQUOR,7935 CONSTITUTION AVE STE 140,COLORADO SPRINGS,CO,80951,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Milton Spirits & Wine,15840 Brimingham Hwy Ste B,Milton,GA,30004,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,East West Package,1025 E West Connector Ste 605,Austell,GA,30106,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Legacy Beverage Center,330 Athens Hwy,Loganville,GA,30052,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Seven Seas Bottle Shop,4121 Austell Powder Springs Rd,Powder Springs,GA,30127,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BRADLEY S FINE WINES & SPIRITS,12932 NEWPORT AV #1,TUSTIN,CA,92780,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,JORDAN WINE AND SPIRITS,17021 LINCOLN AVENUE #G,PARKER,CO,80134,0,0,0,0,0,2,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Chapel Hill Package,2981 Chapel Hill Rd,Douglasville,GA,30135,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,VOLUME RATE LIQUORS,7805 EAST 35TH AVENUE,DENVER,CO,80238,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Brownsville Package  **CLOSED**,4400 Brownsville Rd  Ste 106,Powder Springs,GA,30127,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Mink s Package Store,2565 Delk Rd SE  C-1,Marietta,GA,30067,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,East Rome Beverage Center,1800 Dean Ave SE,Rome,GA,30161,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ADIRONDAK WINE & LIQUOR,506 LAKE FLOWER AVENUE,SARANAC LAKE,NY,12983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,American Package,1954 US Hwy 441S,Dublin,GA,31021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CIRCUS LIQUOR,16416 DELONE ST,SANTA CLARITA,CA,91387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Global Beverage Superstore,2157 West Point Rd,Lagrange,GA,30240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Empire Package,1046 Fayetteville Rd,Atlanta,GA,30316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Bims Package Store,1015 W. Marietta St. NW,Atlanta,GA,30318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Vintage Bottle Shop,1720 Mars Hill Rd NW  Ste 12-14,Acworth,GA,30101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,STERLING CELLAR WINE & LIQUORS,179 RTE 6,MAHOPAC,NY,10541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Top Shot Package Store,320 Hwy 314,Fayetteville,GA,30214,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SPEC S 090 LIQUOR,7777 HINES PLACE BOULEVARD,DALLAS,TX,75235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,High Spirits Package,5425 Wendy Bagwell Parkway,Hiram,GA,30141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Market Place Beverage,50 Market Place Dr.,Newnan,GA,30265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BLAKE ST. LIQUOR,1432 BLAKE STREET,DENVER,CO,80202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ONE STOP LIQUOR,1405 W HOUSTON STREET,SHERMAN,TX,75092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Spring Road Package,1669 A Spring Road SE,Smyrna,GA,30080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WEST VAIL LIQUOR MART,2151 N FRONTAGE RD,VAIL,CO,81657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,STROH RANCH LIQUORS-AFFIDAVIT,12939 S PARKER RD,PARKER,CO,80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Elite Package Store,2789 Delk Rd SE,Marietta,GA,30067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SWEET WATERS LIQUOR,701 CHAMBERS AVE,EAGLE,CO,81631,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,FRUITVALE LIQUORS,507 30 ROAD UNIT O,GRAND JUNCTION,CO,81504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Dan s Package Store,8529 Roswell Rd,Sandy Springs,GA,30350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,TOAST! WINE AND SPIRITS,3828 WEST 23RD AVENUE,DENVER,CO,80211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Party Liquor,101 Williams Street,Calhoun,GA,30701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Springs Bottle Shop,8885 Roswell Rd,Sandy Springs,GA,30350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Zebulon Package Store,610 Thomaston St,Zebulon,GA,30295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Toast Wine & Beverage,417 Fury s Ferry Rd,Martinez,GA,30907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Blue Glass Liquor & Wine,6015 Post Rd Ste C,Cumming,GA,30040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Midtown Pantry LLC,536 Decatur St SE,Atlanta,GA,30312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beverage World of Cumming,745 Lanier 400 Pkwy,Cumming,GA,30040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Hal s Package Store,1223 Columbia Dr,Decatur,GA,30032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Lucky s Beverage World,610 Claremore Professional Way,Woodstock,GA,30188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CASK AND CRAFT,3744 TEJON ST LOTS 24 & 25 BLK,DENVER,CO,80211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ALAMO CITY WINE MERCHANTS LLC,16500 N SAN PEDRO AVE STE 291,SAN ANTONIO,TX,78232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SARATOGA WINE EXCHANGE THE,43 D ROUND LAKE RD,BALLSTON LAKE,NY,12019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RIDGE LIQUORS,3331 ARAPAHOE ROAD SUITE 10,ERIE,CO,80516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MEDFIELD PACKAGE,20 NORTH ST,MEDFIELD,MA,02052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SHOWCASE WINE & SPIRITS,1390-92 N LAKE AV,PASADENA,CA,91104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BREMERS WINE & LIQUOR,4684 COMMERCIAL DR,NEW HARTFORD,NY,13413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HENRY S LIQUOR STORE,324 WEATHERLY,BORGER,TX,79007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BLANCHARD S LIQUORS - REVERE,286 AMERICAN LEGION HWY,REVERE,MA,02151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,NEEDHAM CENTER FINE WINES,1013 GREAT PLAIN AVE,NEEDHAM,MA,02492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,REED STREET BOTTLE SHOP  THE,34 REED ST,COXSACKIE,NY,12051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,NORMAN S LIQUORS #2,5200 CLARK ROAD,SARASOTA,FL,34238,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,FONTAINEBLEAU LAS VEGAS,2777 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,0,0,0,4,2,2,9,0,6,5,8,10,48,48,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,BREAKERS HOTEL,ONE SOUTH COUNTY RD C,PALM BEACH,FL,33480,0,0,2,0,2,0,0,2,0,4,0,2,12,12,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,MARTINIQUE ON BROADWAY,1260 BROADWAY,NEW YORK,NY,10001,0,9,0,0,0,0,0,3,0,0,0,0,12,12,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,1 HOTEL SOUTH BEACH,2341 COLLINS AVENUE,MIAMI BEACH,FL,33139,0,0,0,0,1,1,4,0,0,1,1,0,8,8,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,EVELYN HOTEL,4 E 28TH STREET - BASEMENT DEL,NEW YORK,NY,10016,0,0,0,0,0,0,0,2,1,2,1,1,7,7,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,MOXY LES,141 151 BOWERY,NEW YORK,NY,10002,0,0,0,0,0,0,1,0,5,1,0,0,7,7,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,MONTAUK BEACH HSE,55 S ELMWOOD AVE,MONTAUK,NY,11954,0,6,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,HOTEL KABUKI,1625 POST ST,SAN FRANCISCO,CA,94115,0,0,0,0,1,1,2,0,0,0,2,0,6,6,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,ACQUALINA RESORT & SPA ON THE,17875 COLLINS AVENUE,SUNNY ISLES BEACH,FL,33160,0,0,0,3,1,0,0,1,0,1,0,0,6,6,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,ORCHARD STREET RESTAURANT MANA,9 ORCHARD ST,NEW YORK,NY,10002,0,0,0,0,0,0,0,0,2,2,0,2,6,6,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,INN AT SPANISH BAY,2800 17 MILE DR,PEBBLE BEACH,CA,93953,0,0,0,3,0,0,0,0,0,3,0,0,6,6,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,MOLLIE ASPEN,111 SOUTH GARMISCH STREET,ASPEN,CO,81611,0,0,0,0,2,0,0,2,0,0,1,0,5,5,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,DUNE DECK  THE,379 DUNE RD,WESTHAMPTON BEACH,NY,11978,0,0,1,4,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,PLYMOUTH HOTEL/BLUE RIBBON,336 21 STREET,MIAMI BEACH,FL,33139,0,0,0,0,0,0,0,2,1,0,0,2,5,5,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,JW MARRIOTT ESSEX HOUSE NY,160 CENTRAL PARK SOUTH,NEW YORK,NY,10019,0,0,0,0,0,0,1,4,0,0,0,0,5,5,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,Waldorf Astoria Atl Buckhead,3376 Peachtree Rd NE OFC,Atlanta,GA,30326,0,0,0,0,0,0,0,0,5,0,0,0,5,5,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,EPIC HOTEL,270 BISCAYNE BLVD WAY,MIAMI,FL,33131,0,0,0,3,0,1,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,MAYBOURNE BEVERLY HILLS,225 N CANON DR,BEVERLY HILLS,CA,90210,0,0,0,0,0,0,0,4,0,0,0,0,4,4,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,HBY QOZB LLC  HBY ENTERTAINMEN,200 NORTH ST,KINGSTON,NY,12401,0,0,0,4,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,LODGE AT PEBBLE BEACH,LODGE AT PEBBLE BEACH,PEBBLE BEACH,CA,93953,0,0,0,0,3,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,STANDARD EAST VILLAGE  THE,25 33 COOPER SQUARE,NEW YORK,NY,10003,0,0,0,0,3,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,WALDORF ASTORIA,1 MONARCH BEACH RESORT,DANA POINT,CA,92629,0,0,0,0,1,0,0,1,0,0,0,1,3,3,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,BOCA RATON  BOCA WHIP  CABANA,501 EAST CAMINO REAL,BOCA RATON,FL,33432,0,0,0,0,0,0,0,0,0,1,2,0,3,3,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,SEBASTIAN-VAIL,16 VAIL ROAD,VAIL,CO,81657,0,0,0,0,0,0,3,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,
